example,label
@meral_aksener Bu kadın kaç senedir siyasette bu zamana kadar  ne yapmışta şimdi emeklilik yaşına gelmiş ne yapacak arkasındakide abisıne benziyor çok iyisın ya,manipulative
@meral_aksener Bence dark izleyin filan..,not manipulative
@iyiparti Yalova İl Başkanı Erol Tatar vergi kaçakcılığından Tutuklandı. Kaçak Ciftlik vakasinin aktörü @LutfuTurkkan hala Dışarda. Ne diyon bu hususta @meral_aksener apla.,not manipulative
@ekrem_imamoglu Destekolalımmeslekolalım,not manipulative
@ekrem_imamoglu İş yapmak ve sonuç üretmek aslında bu kadar kolay...,not manipulative
@ekrem_imamoglu Kadın elinin değdiği her şeyde güzellik vardır. Tebrik ederim sn başkan..,not manipulative
@faikoztrak Faik bey asker göndermiyoruz iş bitti. Sanırım yakından ilgilenmiyorsunuz konuya vakıf değil gibisiniz.,not manipulative
@herkesicinCHP,unusable
@meral_aksener Amin.,not manipulative
@ekrem_imamoglu Hep Gılışdar yüzünden. Gılışdar istifa (!),not manipulative
@RTErdogan Ölümüne,unusable
@ekrem_imamoglu Sen adamsın sen umutsun ....,not manipulative
@meral_aksener @BBahadirErdem Ablamın yaşı 70 vardır.. En küçük çocuguda en az kırk yaşında.. 40 yaşındaki adam için kurbanmi kesmiş ablam.. Benim bildiğim kurban maddi durumu yerinde olana vacip.. üstelik çocukları için değil Allah rızası için kesilir...,not manipulative
"@meral_aksener Yurtta sulh cihanda sulh konseyi diyorsun yani, ilahi Meral abla sen adamı öldürürsün.",manipulative
@meral_aksener Sen nasıl bir fitne'sin ALLAH cc ümmeti muhammed sav sizin şerrinizden korusun inşallah,manipulative
@meral_aksener @lvntozrn Abla bu durumda olan cok ama yinede verecem diyorlar,not manipulative
@meral_aksener ’e Sivas’ta yapılan provokasyonu kınıyorum !..  #AkşenerYanlızDeğildir,not manipulative
@ekrem_imamoglu @ibbAkom @Mikdatca Sayın baskan giden gidecek yapacak bir şey yok. Belki de böyle olması lazım  Sağ kalanlar için tedbir almakta fayda var. Güvenli toplanma noktası yok daha Gerekirse Akom İstanbullular a SMS gönderebilmeli.,not manipulative
@MHP_Bilgi 👏👏👏👏Cok dogru yoksa bunlar bizide bolerler,not manipulative
"@meral_aksener Meral Akşener, lütfen oku! Her gün gündemde kalmanın yollarını bul. Her konuşmanın sonunu birlik, beraberlik, kardeşlikle bitir. Fox habere çık ve vaatlerini sırala. Vaatlerin :mülteci, işsizlik, eğitim sıralaması olsun. Atanamayan öğretmenleri kısa ve öz geç.",not manipulative
@ekrem_imamoglu altyapıyı mi çözmüş hahahahah...3 günde. yalan konusunda çıtayı fizana çıkardın be eko...,not manipulative
@MHP_Bilgi Kalbimiztesin eren,not manipulative
"@ekrem_imamoglu Çakarlı,sirenli konvoy budur👏👏👏👏👏🙏🙏🙏",not manipulative
@meral_aksener ÜLKE YAVAŞ YAVAŞ BU MÜLTECİ AKINI İLE PARÇALANMAYA DOĞRU GİDİYOR HER SURİYELİNİN 8-10 çocuğu var doğurganlıkları çok yüksek benim daha bir evladım var istiyoruz oda Rabbimin cc hikmeti olmuyor. Bu ülkeye yazık oluyor 😔,manipulative
@meral_aksener Meral hanım evlât lik al,not manipulative
@tcbestepe Taliban binlerce kişilik hapishanede herkesi serbest bıraktı az önce...  Tüm yetkili makamların sınır güvenliğimizi en etkili şekilde hazır halde tutması hayati bir önem taşımaktadır❗️  Zira Taliban sertleşirse bu göç dalgasını daha da tetikleyebilir.  https://t.co/OUAFViuDwL,not manipulative
@iyiparti Bakanlardan Vekillere Medyadan Mafyaya .. Akp kadrolarını tanıyalım.  Türkiye Kimlere Emanet İndirmek için tıklayınız   https://t.co/E18lssr1ym,manipulative
@ekrem_imamoglu  https://t.co/umkGHtCNLw,unusable
@iyiparti Allah hepsini kahretsin be.,manipulative
@ekrem_imamoglu Allah rahmet eylesin mekanları cennet olsun 😪,not manipulative
@meral_aksener Ülke ne hale geldi bunun sonuçlarını göremeyenler ilride ceremesini çekecekler.Ülke Suriye ırak libya İran olma yolunda adım adım ilerliyor.Bu vatan bizim birilerinin siyaset aşkı milleti kaderine razı etmemeli,not manipulative
@herkesicinCHP @ismailsaymaz Hudut namus olduğunu 6 gençten öğrenen .muhalefet var  ülkede  malesef,not manipulative
@ekrem_imamoglu Sayın başkan 153 görevlilerinin bir kulağını çekmeniz lazım. Bir bildirimde bulundum kaç gün geçti bilmiyorum bugün beni arayıp bildiriminizi yineleyin kaydın yenilenmesi gerekiyor diyor arkadaş.,manipulative
@meral_aksener SİZ KENDİ İŞİNİZE BAKIN BAŞKAN ERDOĞANDA DEVLETİ YÖNETİYOR HERKES DEVLET YÖNETEMEZ GÖRDÜK SİZİN ZAMANLARINIZI ÜLKEYİ  MAHVETMİŞTİNİZ KALKIYORDUNUZ YATIYORDUNUZ BAŞÖRTÜ YASAKLARIYLA UĞRAŞIYORDUNUZ ARTIK BU ÜMMET UYANDI ELHAMDÜLİLLAH ASLA SİZE FIRSAT VERMEYECEKLER #ÖlümüneERDOĞAN,manipulative
@meral_aksener Tiyatroooo,not manipulative
@meral_aksener Ortaklarınız ne der.,not manipulative
@meral_aksener 😕 işleri güçleri puştluk,manipulative
"@meral_aksener @dilek1905_efe Bir bunak yüzünden Mehmetcik can veriyor. Lütfen yüksek sesle Esad'la anlaşmak gerektiğini Akp ye kabulendirin. Mehmetçik ülkemize, Suriyeliler vatanına dönsün. Yeter artık.",manipulative
"@meral_aksener 📌""NE İŞİMİZ VAR BİZİM ORALARDA?"" DÜNYADAN HABERSİZ KENDİ İÇİNE KAPANMALI, AĞABABALARI NIZIN KOMUTU İLE OTUR DEDİĞİ ZAMAN OTURAN,KALK DEDİĞİ ZAMAN KALKAN, SÜRÜN DEDİĞİ ZAMAN SÜRÜNEN ESKİ TÜRKİYE GİBİ OLMALI BÜTÜN BURALARI SÖMÜRGECİ EMPERYALİST KAFİRLERE BIRAKMALI ÖYLEMİ Meral",not manipulative
@herkesicinCHP @iyiparti,unusable
@ekrem_imamoglu Sağ olsun var olsunlar.,not manipulative
@MHP_Bilgi @M_Levent_Bulbul fetönün siyasi ayağı araştırılmasına RED veren mhp mi diyor bunu. Genel başkanınız 2 önce kendi tarafına çağırırken öyle demiyordunuz. 😂.,manipulative
"@ekrem_imamoglu Devamını da ekleseydin "" yine de sizinle savaşmaya devam edeceğiz "" diye",not manipulative
@BY @BA_Yildirim allah rahmet eylesin  amin  mekanı cennet olsun  amin,not manipulative
@ekrem_imamoglu lan sen unuttun bile,not manipulative
@ekrem_imamoglu @Mikdatca Bolca ek vergiler koyup vatandaşı söğüşlemeye devam ettiler,manipulative
@meral_aksener Yahu hadi artık bir şeyler değişsin ya millet çıldırdıı,not manipulative
@MHP_Bilgi @dbdevletbahceli   #HudutNamustur #ÖfkeliGençTürkler,unusable
@ekrem_imamoglu  @faikoztrak,unusable
@ekrem_imamoglu 100 binlerce cübbeli sakallı şalvarlı asalaklar yangında 1 kova su taşıdılarm?,manipulative
@ekrem_imamoglu Maddi olarakta tebrik etmek gerekmez mi.,not manipulative
@faikoztrak Babam çalışıyor annem çalışıyor birde emekli maaşı en az 8bin TL giriyor o eve,not manipulative
@herkesicinCHP Namus ?  https://t.co/lrNGtIDJqw,unusable
@ekrem_imamoglu Yiğit görsün insanlar birazcık 😍😘,not manipulative
@meral_aksener Çocuklarımızın torunlarımızın geleceği çalınıyor.,manipulative
"@herkesicinCHP ,@iyiparti",unusable
@MHP_Bilgi dilerim bin yıllık devlet aklınızla bizim bilmediğimiz bir ley biliyorsunuzdur. Zira bunlarla aynı safta durmak vatana ihanetin ortaklığıdır. #AfganlarıAlmayın #SuriyelilerSuriyeye,manipulative
@ekrem_imamoglu  sayın başkanım derhal çağrı yaptın derhal Afganistan tek Türk askerinin burnu kanasa kıyamet koparacaz yeter artık yeterree,manipulative
@meral_aksener Yav hisseli harikalar kumpanyasına döndünüz iyi tiyatro ama o genç Horasanlı bile değil babası memur çocuk babasından 1 ton sopa yedi sizin yüzünüzden.,manipulative
@ekrem_imamoglu Bir ibb tüm türkiyeye yetiyormuş. Maşallah.,not manipulative
"@ekrem_imamoglu Neronu tutamassiniz bayim, hani cay paketleri ?  https://t.co/tcQZuFDTDo",not manipulative
@BY Bizim ülkemizi istila etmelerinde sorun yok yani.,manipulative
"@BY Bunu söyleyen eski bir başbakan ,banane ülkeden Türk halkından der gidi açıklama ,daha ne beklenirdi ki sizden,aptal olmak insanın kaderi değildir,açın gözünüzü artık...",manipulative
"@ekrem_imamoglu Bütün CHP belediye başkan ı ve personelini tebrik ediyorum.İyiki varsınız, siz olmasaydınız bu milletin hali ne olurdu.Tesekkürler....",not manipulative
@ekrem_imamoglu Hayırlı olsun..,not manipulative
@ekrem_imamoglu 👏👏👏👏👏,not manipulative
@meral_aksener Bu genç arkadaş yakında mecliste de konuşma yapar. Meral abla sarıldı ona,not manipulative
@tcbestepe @RTErdogan Cumhurbaşkanım nolur bize ulasin yuvamiz yikildi erzurumdan yazıyorum evimiz gitti ekneyimiz gitti tarlamiz gitti hayvanlarim gitti kurtaramiyoz nolur duy feryadimizi @suleymansoylu @ZTaskesenlioglu @tciletisim @fevzisevgili @ErzurumValilik @_ibrahimaydemir @Akparti 05343307225,not manipulative
@MHP_Bilgi Allah rahmet etsin inşallah amin,not manipulative
@ekrem_imamoglu ile güne nasıl bir rezillik ile başlayacağını düşünen İstanbullu.,manipulative
@ekrem_imamoglu Başkanım gidip can kaybımızı gözünüzle görüp yazar mısınız? Şayet 38 olduğu konusunda şüphelerimiz var..,not manipulative
@meral_aksener Meral Akşener  Utanılacak birşey varsa  Oda sizin yaptığınızdır  Askerimizin polisimizin  İnsanımızın eli kanlı katilleriyle  İttifak yapmanız ortak olmanız  Kahvaltı yapmanızdır  Onlara tek kelime etmemenizdir  Şehit kanlarının vebalinden  Kurtulamıyacaksınız,manipulative
@tcbestepe @RTErdogan 🇹🇷🇹🇷🇹🇷❤,not manipulative
@herkesicinCHP Bu Siyasi namussuzlarin yaptigini goebbles bile becerememistir.,manipulative
@ekrem_imamoglu Evet daha önce itfaiye görünce tasliyorduk molotofla  saldirgimiz bile oluyordu.. Sayenizde itfaiyeyi bagrimiza bastık..,unusable
@ekrem_imamoglu Başkanım insanlar ölse bile sizden yardım istemezler çünkü  Siz CHP li belediye başkanısınız.......,manipulative
@ekrem_imamoglu Çok yüzsüz sün. Senmi yaptın? Ancak çök... Ama sen bekle 2024 e az kaldı  https://t.co/5gaYZOIOmY,manipulative
@faikoztrak ne iş yapıyordu?,not manipulative
"@meral_aksener Siz ki İçişleri Bakanlığı, TBMM Bşk yapmış birisiniz. Afgan istilasını engellemek için neden bir girişimde bulunmıyorsunuz.Toplanıp sınıra gidin miting yapın ülke elden gidiyor Elimiz yakanızda hepinizin haberiniz olsun. Sizin akpden ne farkınız kalır.",manipulative
@MHP_Bilgi Sayfami ulkuculer takip edebilirlermi,not manipulative
@meral_aksener'e fetöcü diyen kişi ve onları oraya gönderen kişiler geçmişte kesinlikle fetöcüdür.,manipulative
"@meral_aksener @dbdevletbahceli Afganistan'da Türk Askeri kalmalı demiş de, *#Afganistan'da NATO şemsiyesi altında (İSAF) görev yapan Türk Askeri,NATO'nun görevinin biteceği 31 Ağustos'tan sonra hangi antlaşmaya göre bu ülkede kalacak? *Ne maksatla kalacak? *Türkiye'nin bundan çıkarı ne olacak?",not manipulative
@meral_aksener sellatin demirtaş ile kahvaltı ve şehit taziyesi bir birine uygun düşüyor mı sizce???,not manipulative
@herkesicinCHP @MesutYpc Selahattin Demirtaş? Oda kırmızı çizginiz mi?,not manipulative
@tcbestepe @RTErdogan @TCCBHPK @tccbiko @iletisim @ikalin1 @MHP_Bilgi @dbdevletbahceli @ibrahimkaragul @herkesicinCHP @csgbakanligi,unusable
@ekrem_imamoglu İŞİNE BAK ! İŞİNE BAK ! İSTANBULU BOK GÖTÜRÜYOR !!! Bay MÜTAHHİT !!!,manipulative
@ekrem_imamoglu eğer her zaman bahsini ettiğiniz gibi kadına ve kadın haklarına saygılı iseniz bu cani adam için gereken bir an önce yapmalısınız aksi taktirde samimiyetiniz sorgulanır...#Ucantekme,manipulative
"@meral_aksener Mültecileri göndermek için derhal eylem planınızı açıklayın!!!! Bu adamların 1 tanesi bile burada kalmayacak Afganlar Afganistan'a, Suriyeliler Suriye'ye postalanacak!!!!!! Bu işin pazarlığı falan olmaz olamaz!",manipulative
@ekrem_imamoglu Bir insan hayatta ne için yaşar? Ailemi ayakta tutmaya çalışıyorum Ekonomik olarak sıkıntılı süreçten geçiyorm Sadaka istemiyorum tek isteğim ödemelerimi stabil hale getirmek Düzenli gelirim var Geri ödemek şartıyla senetle de olsa BORÇ istiyorum🙏,not manipulative
@faikoztrak Eğer Afgan  toprakların da   hakimiyet  kurarsak   Türkiye Birleşik Devletler  Birliği yeni  devletimizin  ismi  olur,not manipulative
@ekrem_imamoglu Eko gülesim geliyor 😀😀😀,not manipulative
@ekrem_imamoglu #annekart,unusable
@faikoztrak  https://t.co/ZGP0NNzMRO,unusable
@meral_aksener Sayın devlet Ana su an uykumdan uyandım ve bı an senin Cumhurbaskani olduğunu hissettim bu bile huzur verdi ne olursun vazgeçme ne olursa olsun  devletimize bu gün laf soyleyinin dilini kopaririz sen vazgeçme !,not manipulative
@meral_aksener @nihal01 🇹🇷🇹🇷🇹🇷🙏,not manipulative
@ekrem_imamoglu Ulan ekrem kelin ilacı olsa kendine sürermiş 😂  Lan siz kime neyin desteğini vereceksin şov yapmayın!!!  İstanbul’u mok götürüyor mok 😀 Dikili taşın yok İstanbul’a (heykel büs hariç)  Hani istanbulun bütçesi herşeye yeterdi ya o zaman neden sağdan soldan borç dileniyorsun!!!,manipulative
"@RTErdogan Türk hükümeti Uganda'da diktatörlüğü destekliyor.  Yoldaşımız Türkiye'de Türk mafyaları tarafından kaçırıldı, şimdi serbest bırakılmasını talep ediyoruz.  https://t.co/fDRJ7xsGmN",manipulative
@tcbestepe CENABI MEVLAM BÜYÜK İMTİHANLAR DAN BİZLERİ KORUSUN SELDE ÖLENLERE ALLAH RAHMET ETSİN.,not manipulative
@ekrem_imamoglu Bu defin değil bilakis cinayettir böyle bir olayın sorumluları kim ise amirin den personeline hepsinin yargılanması lazım üstü kapatılacak bir durum değil. Ve iş akdi fes edilmelidir..,not manipulative
@ekrem_imamoglu Hızır gibi yetişiyor her yere başkanım Allah hepimizin yardımcısı olsun geçmiş olsun hayatını kaybedenlere Allah rahmet eylesin,not manipulative
@meral_aksener Tam Hah işte bu dedik Turizm yasasına evet dediniz akp den farkınız yok,manipulative
@ekrem_imamoglu Dün Moda tramvayında da gördüm.Nasil yakışmıştı.Guzel fikirler için🌸💐🍀💫,not manipulative
@meral_aksener Türk askeri acilen geri  çekilmelidir.,not manipulative
@tcbestepe @RTErdogan Futbolcu mu transfer edeceğiz acaba ?,not manipulative
"@tcbestepe @RTErdogan Meydana gelen yangınlara;  16 amfibik uçak,  9 İHA,  58 helikopter,  850 arazöz ve su tankeri,  150 iş makinası  ve  5250 personel ile müdahale edilmektedir.   @Akparti",not manipulative
@ekrem_imamoglu Tamam da Başkan şu Mecidiyeköy-Mahmutbey hattındaki arızayı da bitirelim artık!,not manipulative
@ekrem_imamoglu 2nd2,unusable
@herkesicinCHP @kilicdarogluk @faikoztrak Ne kadar da başarılı insanlarsınız Hakkınız ödenmez vallahi 😂😂😂 Sömüre sömüre bitiremediniz ülkeyi. Bu ülke size rağmen ayaktaysa gerçekten büyük sevap işlemişiz demek ki 👎  https://t.co/T1sid8HZrB,not manipulative
@ekrem_imamoglu Selam sayin başkanim Allah rahmet eylesin mekanı cennet olsun inşallah rabbim sabirlar versin sevgili başkanim kizim 9 yaşinda sizi merak ediyor görmek istiyor lütfen hayalini gerçekleştirelim 05539212084 mardin den sevgiler saygılar sunuyorum alo dermisiniz kizima,not manipulative
"@herkesicinCHP Sınır namustur evet çok doğru CHP genel merkezini tebrik ediyorum.ama insanın bedeni de namustur.lütfen zorla insanımızın,yavrularımızın bedenine deneysel sıvı iğnesinin sokulmaması için de bir siyaset geliştirin.halk bunu bekliyor muhalefetten",not manipulative
@tcbestepe @RTErdogan @dbdevletbahceli @Mustafa_Destici @HDPgenelmerkezi @vekilince @meral_aksener @chpgenclikgm,unusable
@BY çöplük yuvasına çevırdınız  memleketi,manipulative
@meral_aksener  nedir senin bu yalandan beklediğin fayda. Hiç mi Allah tan korkmaz kuldan utanmaz oldun. Allah sana bunların hesabını sormayacak mı zannediyon.. Hdp nin stepnesi.,manipulative
"@BY AB'nin güvenliğinden o kadar çok endişe ediyorsanız, gidin orada bakan olun! Türkiye'ye kaçak göçmen doldurmak için anlaşma mı yaptınız? AB mi önemli Türkiye mi? Türkiye değilse, hükümetiniz derhal istifa etsin! AB'yi değil VATANINI seven bir hükümet istiyoruz!",manipulative
@ekrem_imamoglu Sizin hizmetten anladığınız böyle şeyler bu şekilde kadınları yücelttiklerİni zannediyorlar Sizin işiniz anca bu ha bide heykel işinde iyisiniz,manipulative
@ekrem_imamoglu İSTANBUL BELEDİYESİ OTOPARKCILSRI MAFYA OTOPARKCILSRLA ORTAK CALIŞIYO  BENİ PARKA SOKMADILAR OTOPARKCI GELDİ ŞAK GİRDİ BENİM PARAM SİZE O ARABANINKİ CEBE BİLGİNİZ OLSUN 😭VAHHH CANIM TÜRKİYEM 😭😭😭😭😭😭😭,not manipulative
@ekrem_imamoglu İstanbul a geçmiş olsun  https://t.co/TDVrzyU5st,not manipulative
"@meral_aksener e Sivas'ta  diri diri insanları yakanların kalıntıları saldırıda bulunmuş. Bunlar hep g.t korkusundan . Bu saldırılar Meral aksenere olan sevgiyi , desteği daha artırıyor",not manipulative
@ekrem_imamoglu @Mikdatca Hiç,not manipulative
"@MHP_Bilgi Mücadelemiz MİLLİYETÇİ TÜRKİYE'ye, TURAN'a kadardır!  https://t.co/ICdwsf76g7",not manipulative
@meral_aksener Sen bence utanma çünkü utanmak sana düşmez ailesi degilsin,manipulative
@Akparti @RTErdogan Peki Roboskî... utanmıyor musun bu cümleyi  kurarken.. 35 sivil insanı katleden bir teröristin sen 😠,manipulative
@meral_aksener İP lilerin Rize de esnafa uyguladığı şiddet dövülen gazeteci muğlada dövülen vatandaş bize şunu gösteriyor Millet İttifakı millete şiddet uygulamak için kurulmuş Başka izahı yok,manipulative
@ekrem_imamoglu Başkanım ibb yanıyor devlet nerede açız aç,not manipulative
@herkesicinCHP Tıpkı sinirimizda adalar gibimi chpli yoneticiler ??  https://t.co/PyVm6mH3IB,unusable
@faikoztrak Boş adam Faik,manipulative
@MHP_Bilgi Eskiden bu hesaptan bir açıklama yapıldığı zaman binlerce yorum ve beğeni gelir Türk milleti bilgilenirdi. Şimdi bir elin parmağını geçmeyen insan yazmış onlarda hem sitem etmiş.,not manipulative
"@faikoztrak faşistlik hırsızlık yolsuzluk ve bu kadar malzeme olan bir memlekette muhalafet böyle mi olur. Sarsıcı şeyler yapılmaz mı sinei millet gibi, bu adamların bütün yolsuzluklarını ısrarla gündeme taşımak gibi, toplumu mobilize etme gibi...",manipulative
@Akparti Salgında ceza olmaz  #EhliyetAffı Neden gelmiyor  Geberiyoruz,not manipulative
@ekrem_imamoglu başkanım bu bildiğin kadına şiddet bu görüntü hakkında hemen soruşturma açılmalıdır,not manipulative
@MHP_Bilgi sayın baskanim ne olur duyun sesimizi yks de yapilan esitlikbizede yapılsın DGS de 1 ham puan yüzünden puanımız hesaplamadi ne olur puanlarımiz yeniden hesaplansin 1 senemiz heba olmasın,not manipulative
@meral_aksener Marul aplası size diyor 👇  https://t.co/ZHmZlVR5Hv,unusable
@meral_aksener Yalan içinize kadar işlemiş Horasan'da böyle bir şahıs yaşamıyor Allah bilir nereden getirdiniz rezilsiniz @meral_aksener @iyiparti,manipulative
@ekrem_imamoglu Seviyoruz seni başkan .,not manipulative
@meral_aksener Başkaaa söze gerek var mı Terminatör Meral teyze  https://t.co/v4YlzKvrNd,not manipulative
@meral_aksener @haticezrn Senin gibi Emekli 104 amirale hakaret eden ahlaksız biri   Asker konusunda konuşmasın bir zahmet  özür dileyeceksin tek tek hepsinden  https://t.co/02OIyoG0uM,manipulative
@meral_aksener @LutfuTurkkan  https://t.co/jEGIz9N31j,unusable
@iyiparti Betonu hayvancılığa tercih ettiler olacak,not manipulative
"@ekrem_imamoglu Beraber yol yürüdüğünüz, ortaklarınızda bunu diyebiliyor mu başkan  #iyikivarsınEren",not manipulative
@tcbestepe Heryer camii olmuş ama hepsi bomboş. din ile göz boyamaya son.,manipulative
@meral_aksener Yalan Edebiyatını devam. Boş işler,manipulative
@BY Allah rahmet eylesin mekanı cennet olsun,not manipulative
"@tcbestepe @RTErdogan Ülkemizi etkisi altına alan orman yangınları 46 ilde,  225 bölgede ortaya çıkmış  ve  bunların  220’sinde yangın kontrol altına alınmıştır.   @Akparti",not manipulative
"@meral_aksener Hani diyorum komik senaryolar kuruyosun,kariyerine bu yönde mi devam etsen,hiç değilse bu yönde başarılı ol be 😂😂😂😂",manipulative
@meral_aksener @kilicdarogluk,unusable
@ekrem_imamoglu PR İLE AK PARTİ MİRASINI YEMEYE DEVAM,manipulative
@meral_aksener  https://t.co/3DaBihhuKJ Bunuda paylaşsaydının abimizin söylediğide kulağınıza küpe olsaydı meral teyze,unusable
@meral_aksener Sende utanacak yüz ne arar  siz insanları enayemi sanayısınız,manipulative
@Akparti Meslek şöförlük  Başka meslek yok  Ne yapalım nereye gidelim  #EhliyetAffı Artık gelmeli,not manipulative
"@ekrem_imamoglu Ekrem bey ‘Hayatını kaybeden hayvan dostlarımızın defin alanı’ demişsiniz, olay sanki normalmiş gibi davranmayın. Öncesinde ne oldu? Bu hayvanlar yakıldıklarında canlılarmıydı? Eğer normal öldülerse bu kadar canlı nasıl bir anda ölebilir? Sonuna değil başına gelin olayın…",not manipulative
@ekrem_imamoglu Güzelim Baskanim Güzel Insan Zor Günleri Birlikte Dayanisma Ve Yardımlaşma içinde ilerler Önceden Hazirlikli olmak Hayat Kurtarır Kolay GELSİN Uygun Yerlere Ev Yapalım Sonra Pişman Olmayalım Yağmur Kar Yağan Yamaçlara Yapı Yapılmaz Ağaç Ekersen Selle Mücadele Edersin,not manipulative
"@MHP_Bilgi Allah rahmet eylesin , mekanı cennet olsun",not manipulative
@ekrem_imamoglu Yakan lara ahları kalmasın INŞALLAH insan olana yakışanı yapmisiniz,not manipulative
@BY Rabbimden sağlıklı mutlu huzurlu bir yıl diliyorum,not manipulative
@faikoztrak Yeter artık seçim biran önce olmalı seçim seçim seçim istiyoruz,not manipulative
@ekrem_imamoglu 👏👏👏 #Teşekkürlerİmamoğlu,not manipulative
@ekrem_imamoglu Hahahaha yaw he he sahte  timsah gözyaşlarını  kendi yapraklarına  sakla.,manipulative
@tcbestepe @RTErdogan Sonuç,unusable
@ekrem_imamoglu Beylikdüzü’ne gelse de binsek bizde,not manipulative
"@tcbestepe @RTErdogan Allah başımızda daim kılsın, heryere yetişen lider 🇹🇷",not manipulative
@meral_aksener Neden şehit olmuştu. Kimler şehit etmişti apla,not manipulative
@tcbestepe sayın cumhurbaşkanım 1 simit çalanın hesap vermek zorunda olduğu bir dünyada ki doğru olan da bu milyonları götürdükleri iddiası ile gündeme gelen siyasilerin hesap vermesini önlemenin gerekçesi ne olabilir merak ediyoruz.@dbdevletbahceli,not manipulative
@herkesicinCHP Devlet anlayışı böyle olur. @faikoztrak 👏👏,not manipulative
@meral_aksener Sen önce evinin işlerini becer İktidar işini gayet iyi yapıyor. Esnafın durumu gözleri doymayanların haricinde çok iyi. Her sözün iğrenç midemiz bulanıyor artık.,manipulative
@RTErdogan #FreeFredLumbuye  https://t.co/SJDjZrXqBT,unusable
"@herkesicinCHP @ekrem_imamoglu Atık karşılığı ödeme yapan otomatlar olsaydı? Çöp konteynerleri steril değil, bomba-vs terör tehlikesi de içeriyor. Sayısız Roman vatandaşımız ve evsiz var, uyuşturucu/alkol parası için fuhuş yapan gençlerimiz var. Sokak boşsa esnaf ne yapacak?",not manipulative
@meral_aksener Hangi sıfatla söylüyorsun bu sözleri sen sittin sene başbakan olamayacaksın,manipulative
@ekrem_imamoglu Çok komiksin Ekrem.  https://t.co/LbHLgXLAxa,unusable
"@BY Allah rahmet eylesi ... Allah rahmet eylesin... Allah rahmet eylesin... Binali, bunları söylemek için Politikacımı oldun ?",not manipulative
@MHP_Bilgi yalan olan nedir. Bizi aydınlatır mısınız?   https://t.co/VeIw8v5qJy,not manipulative
@ekrem_imamoglu Enayi @ekrem_imamoglu Akp nin mahalle valileri bile 4 milyon Luk alman tankına biniyor. Uçak mübarek . Sende anca vitoya bin alsana kendine 1 tane A8L 5.0 TDİ. Millet te keriz gibi 1.0 motor arabaya binsin  https://t.co/Y5pHYmBxdT,manipulative
@ekrem_imamoglu Atlar nerede?,not manipulative
"@meral_aksener Hdp pkk ile ülkeyi bölecekler be kardeşim akıllı ol, Ah ah dememek için dikkatli olalım,",not manipulative
@ekrem_imamoglu Rt /  https://t.co/fqyxBdBiZV,unusable
@BY Bizi istila ettiler ve bu büyük bir sorun,manipulative
@MHP_Bilgi  https://t.co/77DRuMb6bL,unusable
@BY E bizi istila ettiler onu napacağız,manipulative
@MHP_Bilgi Sizde sorun çözebilecek kabiliyet veya akıl zeka varmı ki   beyininlerini kiralamış zavallılar,manipulative
@MHP_Bilgi Allah rahmet eylesin mekanları cennet olsun,not manipulative
@meral_aksener 2023 seçimlerinde ip ipini hdpkk çekecek,manipulative
@meral_aksener Van erciştede sel oldu belki bilmek istersiniz diye şey ettim,not manipulative
"@MHP_Bilgi Yaaa, Valla mı??? Kapıda bekleyin sakın girmelerine müsade etmeyin, birkaç haftaya gelirler!!!",manipulative
@meral_aksener Allah rahmet eylesin mekanı cennet olsun inşallah,not manipulative
@faikoztrak Düşürtmeyin efenim,not manipulative
@BY @murat_kurum Sen de gitmesen olmazdı....iyi yaptın...,not manipulative
@meral_aksener Size oradan sataşanların para verilip özellikle oraya getirildiğini hepimiz anladık.Karısı ve elinde 3 çocuk oraya gelip anlamsız konuşan klasik hipnoza sokulan akp seçmeni,manipulative
@ekrem_imamoglu Bu çocuk senin ittifak yaptığın teröristler tarafından şehit edildi . Picasso'nun çizdiği masum çocuk fotoğrafı değil!,manipulative
@ekrem_imamoglu @turkturkoglu6 Ekrem bey bizimle dalga geçiyor zaaar,unusable
@ekrem_imamoglu Acilen Afet bakanlığının kurulmasını rica ederim.,not manipulative
@ekrem_imamoglu İstanbul'da sığınmacı işgali altında.  Siyasetçiler işini yapmıyor. Halk kızgın ve endişeli. Belediye başkanı olarak halkın sesini duyurmanızı istiyoruz!,manipulative
@ekrem_imamoglu Rize ve Trabzon'dan evliya çıksa oy vermem. Başka iller de var şimdi açıklamasam da olur.,not manipulative
"@meral_aksener Meral Akşener, ""Millet bizi çağırıyor."" dedi.  HDP'ye bastonluk yaptığınız için millet her yerde tepki gösteriyor. Gerçekleri duyunca da şiddet, hakaret ve beddua ile karşılık veriyorsunuz.  Sizi millet çağırmıyor. O kadar berbatsınız ki Selahattin Demirtaş kahvaltıya çağırıyor.",manipulative
@tcbestepe @RTErdogan sorucular esas duruşta.,not manipulative
"@meral_aksener 📌ZİLLETTEN ARDARDA AÇIKLAMA:  📌YAKINDA KOROYA TEMEL, BABACAN VE DİĞER ZERZEVATTA KATILIR  👉""KILIÇTAROĞLU TÜRKİYE AFGANİSTANDAN DERHAL ÇEKİLMELİ  👉AKŞENER: ""TÜRKİYE AFGANİSTANDAN DERHAL ÇEKİLMELİ""  📌EMRİNİZ OLUR CANIM‼️",unusable
